ENSG00000044012	ENSP00000361662	ENSG00000197273	ENSP00000349493	35.714	5.3e-14
ENSG00000171872	ENSP00000361373	ENSG00000283039	ENSP00000489024	59.341	1.8499999999999997e-33
ENSG00000157131	ENSP00000354458	ENSG00000021852	ENSP00000360281	32.801	2.839999999999999e-107
ENSG00000163220	ENSP00000357727	ENSG00000163221	ENSP00000357726	46.739	2.3300000000000003e-22
ENSG00000184330	ENSP00000357717	ENSG00000143556	ENSP00000357711	94.059	1.01e-58
ENSG00000158481	ENSP00000357152	ENSG00000158485	ENSP00000357150	60.36	1.5399999999999995e-136
ENSG00000196184	ENSP00000399078	ENSG00000184155	ENSP00000334441	71.845	9.579999999999997e-155
ENSG00000132703	ENSP00000255040	ENSG00000132693	ENSP00000255030	51.818000000000005	2.9899999999999995e-78
ENSG00000117152	ENSP00000356885	ENSG00000143248	ENSP00000319308	53.333	7.709999999999998e-64
ENSG00000120332	ENSP00000239462	ENSG00000116147	ENSP00000263525	36.288000000000004	0.0
ENSG00000152093	ENSP00000281882	ENSG00000136698	ENSP00000259216	99.552	9.769999999999998e-163
ENSG00000180871	ENSP00000319635	ENSG00000163464	ENSP00000295683	77.259	0.0
ENSG00000185008	ENSP00000417164	ENSG00000169855	ENSP00000420637	54.201	0.0
ENSG00000179010	ENSP00000372024	ENSG00000178988	ENSP00000318154	85.039	7.1299999999999985e-62
ENSG00000109180	ENSP00000370882	ENSG00000145247	ENSP00000423014	40.0	5.24e-16
ENSG00000171564	ENSP00000306099	ENSG00000171557	ENSP00000384860	31.658	3.829999999999999e-70
ENSG00000164509	ENSP00000498630	ENSG00000134352	ENSP00000462158	29.455	1.38e-69
ENSG00000146063	ENSP00000320869	ENSG00000183718	ENSP00000483005	62.59	7.009999999999998e-95
ENSG00000146039	ENSP00000367137	ENSG00000112337	ENSP00000367081	59.368	0.0
ENSG00000204140	ENSP00000362968	ENSG00000137392	ENSP00000259938	29.63	1.01e-09
ENSG00000001561	ENSP00000318066	ENSG00000112796	ENSP00000230565	51.508	4.0499999999999986e-135
ENSG00000112115	ENSP00000497968	ENSG00000112116	ENSP00000337432	56.481	9.589999999999999e-38
ENSG00000203908	ENSP00000359392	ENSG00000203907	ENSP00000359384	37.5	1.05e-13
ENSG00000131015	ENSP00000356320	ENSG00000155918	ENSP00000286380	96.46	4.399999999999998e-154
ENSG00000175003	ENSP00000355930	ENSG00000112499	ENSP00000355920	70.803	0.0
ENSG00000188372	ENSP00000378326	ENSG00000146707	ENSP00000309233	94.64299999999999	6.099999999999998e-74
ENSG00000197024	ENSP00000420418	ENSG00000196453	ENSP00000247930	40.332	2.0799999999999996e-148
ENSG00000185015	ENSP00000318912	ENSG00000133742	ENSP00000443517	59.77	3.47e-119
ENSG00000106829	ENSP00000365735	ENSG00000196781	ENSP00000365682	86.52799999999999	0.0
ENSG00000136816	ENSP00000259339	ENSG00000136827	ENSP00000345719	67.477	9.479999999999998e-171
ENSG00000160339	ENSP00000291744	ENSG00000085265	ENSP00000360871	76.994	0.0
ENSG00000187134	ENSP00000370254	ENSG00000151632	ENSP00000370129	97.833	0.0
ENSG00000120563	ENSP00000498092	ENSG00000151033	ENSP00000497408	97.29700000000001	1.0399999999999997e-106
ENSG00000189180	ENSP00000387713	ENSG00000196693	ENSP00000352444	92.765	0.0
ENSG00000165879	ENSP00000360060	ENSG00000181274	ENSP00000360058	79.186	5.0799999999999994e-90
ENSG00000156395	ENSP00000358713	ENSG00000108018	ENSP00000263054	71.38600000000001	0.0
ENSG00000185201	ENSP00000382714	ENSG00000142089	ENSP00000382707	91.603	8.419999999999998e-87
ENSG00000180785	ENSP00000380155	ENSG00000167332	ENSP00000493442	59.803999999999995	2.6799999999999997e-134
ENSG00000258817	ENSP00000452277	ENSG00000185926	ENSP00000329056	83.819	0.0
ENSG00000279514	ENSP00000485295	ENSG00000172188	ENSP00000306651	67.314	8.109999999999998e-158
ENSG00000172199	ENSP00000304188	ENSG00000279961	ENSP00000485324	68.64699999999999	3.6199999999999994e-151
ENSG00000134824	ENSP00000278840	ENSG00000221968	ENSP00000278829	62.556000000000004	0.0
ENSG00000173933	ENSP00000309166	ENSG00000173914	ENSP00000433071	87.912	0.0
ENSG00000182667	ENSP00000396722	ENSG00000183715	ENSP00000330862	74.157	0.0
ENSG00000013588	ENSP00000014914	ENSG00000111291	ENSP00000379624	47.26	3.639999999999999e-71
ENSG00000025423	ENSP00000452273	ENSG00000139547	ENSP00000381206	66.24600000000001	4.969999999999999e-160
ENSG00000222036	ENSP00000448062	ENSG00000187537	ENSP00000450853	99.016	0.0
ENSG00000221977	ENSP00000386195	ENSG00000276240	ENSP00000493111	64.02600000000001	3.179999999999999e-135
ENSG00000139985	ENSP00000474385	ENSG00000134007	ENSP00000498512	64.10600000000001	0.0
ENSG00000153684	ENSP00000454322	ENSG00000183629	ENSP00000458130	100.0	0.0
ENSG00000140274	ENSP00000319705	ENSG00000140254	ENSP00000454084	58.108000000000004	3.2799999999999995e-115
ENSG00000198535	ENSP00000347712	ENSG00000205502	ENSP00000369755	83.036	3.919999999999999e-170
ENSG00000102854	ENSP00000372313	ENSG00000162006	ENSP00000415767	28.801	8.64e-46
ENSG00000183747	ENSP00000460349	ENSG00000066813	ENSP00000390378	97.227	0.0
ENSG00000198417	ENSP00000334872	ENSG00000125144	ENSP00000391397	95.0	1.14e-19
ENSG00000174327	ENSP00000309751	ENSG00000174326	ENSP00000460927	48.492	4.29e-82
ENSG00000260287	ENSP00000456861	ENSG00000274226	ENSP00000482630	99.818	0.0
ENSG00000240871	ENSP00000375236	ENSG00000204880	ENSP00000325023	90.96799999999999	2.4400000000000002e-58
